Iter	OF	   WalkingTime 	  driverCost   HHCcost   travelTime  	waitingTime
	0,00	3114,00	99,00	1075,00	2651,00	2188,00	463,00
	1,00	2631,00	97,00	1087,00	2180,00	1729,00	451,00
	2,00	2416,00	97,00	1020,00	1908,00	1400,00	508,00
	3,00	2416,00	97,00	1020,00	1908,00	1400,00	508,00
	4,00	2344,00	63,00	1117,00	1843,00	1342,00	501,00
	5,00	2344,00	63,00	1117,00	1843,00	1342,00	501,00
	6,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	7,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	8,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	9,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	10,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	11,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	12,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	13,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	14,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	15,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	16,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	17,00	1985,00	92,00	1052,00	1432,00	879,00	553,00
	18,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	19,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	20,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	21,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	22,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	23,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	24,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	25,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	26,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	27,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	28,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	29,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	30,00	1908,00	0,00	1280,00	1400,00	892,00	508,00
	31,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	32,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	33,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	34,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	35,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	36,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	37,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	38,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	39,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	40,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	41,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	42,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	43,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	44,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	45,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	46,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	47,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	48,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
	49,00	1677,00	97,00	1047,00	1276,00	875,00	401,00
