Iter	OF	   WalkingTime 	  driverCost   HHCcost   travelTime  	waitingTime
	89.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	90.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	91.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	92.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	93.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	94.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	95.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	96.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	97.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	98.00	1215.00	90.00	1169.00	432.00	586.00	46.00
	99.00	1215.00	90.00	1169.00	432.00	586.00	46.00
